 STN,YYYYMMDD,H,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
  240,20210304,   15,   10,   40,   50,   80,   58,     ,   20,    0,   15,    0,   -1,10213,   73,    8,   76,   22,    7,    0,    1,    0,    0,    0
  240,20210304,   16,  350,   50,   40,   80,   50,     ,   27,    0,   17,    0,   -1,10215,   61,    8,   85,   51,    7,    0,    1,    0,    0,    0
  240,20210304,   17,  340,   60,   70,   90,   45,     ,   -3,    2,   13,    0,   -1,10217,   74,    8,   71,   22,    7,    0,    1,    0,    0,    0
  240,20210304,   18,  340,   50,   50,   90,   43,   39,   -8,    0,    1,    0,    0,10222,   74,    8,   69,    2,    7,    0,    0,    0,    0,    0
  240,20210304,   19,  340,   50,   60,   90,   37,     ,   -7,    0,    0,    0,    0,10225,   69,    8,   73,     ,    5,    0,    0,    0,    0,    0
  240,20210304,   20,   10,   40,   40,   70,   40,     ,  -21,    0,    0,    0,   -1,10226,   75,    8,   64,   22,    7,    0,    1,    0,    0,    0
  240,20210304,   21,  360,   40,   30,   70,   30,     ,  -25,    0,    0,    0,    0,10231,   80,    8,   67,    2,    7,    0,    0,    0,    0,    0
  240,20210304,   22,   10,   40,   40,   70,   33,     ,    7,    0,    0,    0,   -1,10238,   70,    8,   82,   81,    7,    0,    1,    0,    0,    0
  240,20210304,   23,   20,   50,   60,   90,   37,     ,  -12,    0,    0,    0,   -1,10243,   75,    8,   70,   23,    7,    0,    1,    0,    0,    0
  240,20210304,   24,   20,   60,   50,  100,   24,   13,   -4,    0,    0,    0,    0,10249,   70,    0,   81,    1,    7,    0,    0,    0,    0,    0
  240,20210305,    1,   10,   40,   40,   70,   21,     ,   -5,    0,    0,    0,    0,10255,   70,    0,   82,     ,    5,    0,    0,    0,    0,    0
  240,20210305,    2,   10,   40,   40,   60,   21,     ,   -7,    0,    0,    0,    0,10258,   70,    0,   81,     ,    5,    0,    0,    0,    0,    0
  240,20210305,    3,   20,   30,   30,   60,   13,     ,  -15,    0,    0,    0,    0,10263,   70,    0,   81,     ,    5,    0,    0,    0,    0,    0
  240,20210305,    4,   10,   30,   30,   50,   10,     ,  -18,    0,    0,    0,    0,10268,   70,    0,   81,     ,    5,    0,    0,    0,    0,    0
  240,20210305,    5,  360,   30,   30,   50,    6,     ,  -21,    0,    0,    0,    0,10274,   70,    2,   81,     ,    5,    0,    0,    0,    0,    0
  240,20210305,    6,   20,   30,   30,   40,    8,  -14,  -17,    0,    0,    0,    0,10278,   70,    5,   83,     ,    5,    0,    0,    0,    0,    0
  240,20210305,    7,   20,   30,   30,   50,    8,     ,  -15,    0,    4,    0,    0,10289,   70,    1,   84,     ,    5,    0,    0,    0,    0,    0
  240,20210305,    8,   50,   30,   30,   40,   30,     ,  -24,    8,   44,    0,    0,10295,   80,    0,   67,     ,    5,    0,    0,    0,    0,    0
  240,20210305,    9,   60,   40,   40,   70,   43,     ,  -34,   10,   94,    0,    0,10300,   82,    2,   57,     ,    5,    0,    0,    0,    0,    0
  240,20210305,   10,   50,   40,   40,   80,   48,     ,  -46,   10,  144,    0,    0,10304,   82,    0,   50,     ,    5,    0,    0,    0,    0,    0
  240,20210305,   11,   60,   50,   50,   80,   51,     ,  -42,   10,  177,    0,    0,10308,   82,    1,   50,     ,    5,    0,    0,    0,    0,    0
  240,20210305,   12,   10,   40,   40,   70,   63,  -11,  -31,   10,  190,    0,    0,10310,   83,    1,   51,     ,    5,    0,    0,    0,    0,    0
  240,20210305,   13,   20,   40,   40,   80,   64,     ,  -41,    8,  172,    0,    0,10311,   81,    4,   47,     ,    5,    0,    0,    0,    0,    0
  240,20210305,   14,   30,   50,   40,   80,   58,     ,  -34,    8,  145,    0,    0,10311,   83,    3,   51,     ,    5,    0,    0,    0,    0,    0
  240,20210305,   15,   40,   50,   50,   80,   60,     ,  -37,    9,  119,    0,    0,10313,   82,    1,   49,     ,    5,    0,    0,    0,    0,    0
  240,20210305,   16,   60,   50,   50,   80,   56,     ,  -35,   10,   97,    0,    0,10314,   82,    2,   51,     ,    5,    0,    0,    0,    0,    0
  240,20210305,   17,   30,   40,   30,   70,   45,     ,  -39,    8,   37,    0,    0,10320,   83,    3,   54,     ,    5,    0,    0,    0,    0,    0
